,,,,,Funnel step: Added to cart,Funnel step: Reached checkout page,Funnel step: purchase (also is considred conversion),
Blog Article,/blogs/articles/how-to-vermicompost-for-beginners,2022-W14,3,5,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-plant-asparagus,2022-W14,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/pros-and-cons-of-raised-bed-vegetable-gardening,2022-W14,5,5,0,0,0,40.00%
Blog Article,/blogs/articles/how-to-start-seeds-for-vegetable-garden,2022-W14,50,67,0,0,0,79.10%
Blog Article,/blogs/articles/10-sustainable-spring-gardening-tips,2022-W14,15,35,0,0,0,94.29%
Blog Article,/blogs/articles/vermicomposting-what-are-earthworm-castings,2022-W14,6,7,0,0,0,71.43%
Collection,/collections/garden-beds/elevated%20plamter%20box,2022-W14,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/growing-mother-in-laws-tongue-plant,2022-W14,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/why-is-everyone-obsessed-with-modular-garden-beds,2022-W14,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/wandering-jew-plant-care,2022-W14,7,7,0,0,0,71.43%
Blog Article,/blogs/articles/gift-ideas-for-gardeners,2022-W14,2,3,0,0,0,100.00%
Custom Page,/pages/why-we-are-the-best,2022-W14,7,7,0,0,0,28.57%
Blog Article,/blogs/articles/is-raised-bed-garden-environmentally-responsive-or-not,2022-W14,4,4,0,0,0,100.00%
Blog Article,/blogs/articles/celebrating-easter-by-gardening-some-greens,2022-W14,7,9,0,0,0,66.67%
Blog Index,/blogs/academy,2022-W14,50,61,0,0,0,57.38%
Checkout,/gift_cards/28622716963/b4d924abc696bbb6836eeb1021b01f50,2022-W14,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-deep-should-raised-garden-beds-be,2022-W14,57,68,1,0,0,82.35%
Blog Article,/blogs/articles/techniques-for-improving-soil-quality,2022-W14,1,1,0,0,0,100.00%
Custom Page,/pages/our-mission,2022-W14,5,7,0,0,0,42.86%
Collection,/collections/small-garden-collection,2022-W14,56,84,0,0,0,65.48%
Blog Article,/blogs/articles/ideas-for-customizable-metal-raised-garden-beds,2022-W14,8,10,1,0,0,80.00%
Customer Account,/account/register,2022-W14,26,28,0,0,0,60.71%
Blog Article,/blogs/articles/how-to-water-succulents,2022-W14,2,3,0,0,0,66.67%
Blog Article,/blogs/articles/raised-garden-bed-buying-guide,2022-W14,8,8,0,0,0,75.00%
Custom Page,/pages/showmeyourvego-video-contest,2022-W14,1,1,0,0,0,100.00%
Custom Page,/pages/sustainability,2022-W14,21,25,0,0,0,52.00%
Blog Article,/blogs/articles/how-to-pick-the-perfect-seeds-for-the-2022-garden-season,2022-W14,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/preparing-your-winter-garden-for-spring,2022-W14,2,2,0,0,0,100.00%
Collection,/collections/herb-kids-gardens,2022-W14,39,40,0,0,0,47.50%
Blog Article,/blogs/articles/natural-pest-repellants-for-your-garden,2022-W14,9,10,0,0,0,100.00%
Blog Article,/blogs/articles/best-vegetables-to-grow-in-early-spring,2022-W14,21,26,0,0,0,73.08%
Blog Article,/blogs/academy/difference-between-garden-soil-and-raised-bed-soil,2022-W14,684,730,0,0,0,82.33%
Custom Page,/pages/vego-garden-donation,2022-W14,2,2,0,0,0,100.00%
Collection,/collections/17-tall-diy-components,2022-W14,2,3,0,0,0,66.67%
Blog Article,/blogs/articles/how-to-get-rid-of-fruit-flies,2022-W14,1,1,0,0,0,100.00%
Custom Page,/pages/loyalty-program,2022-W14,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/best-crops-to-grow-with-kids,2022-W14,15,15,2,0,0,60.00%
Blog Article,/blogs/articles/9-tips-for-successful-raised-garden-bed-gardening,2022-W14,27,30,0,0,0,96.67%
Blog Article,/blogs/articles/do-raised-garden-beds-need-drainage,2022-W14,19,20,0,0,0,80.00%
Blog Article,/blogs/academy/how-much-soil-do-i-need-for-a-raised-garden-bed,2022-W14,181,225,0,0,0,77.33%
Blog Article,/blogs/articles/7-beginner-raised-bed-gardening-mistakes-to-avoid,2022-W14,5,5,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-compost-at-home-for-beginners,2022-W14,8,11,0,0,0,72.73%
Blog Article,/blogs/academy/vermicomposting-what-are-earthworm-castings,2022-W14,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/how-to-grow-basil,2022-W14,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-build-a-raised-garden-bed-and-garden-boxes,2022-W14,6,6,0,0,0,33.33%
Customer Account,/account/orders,2022-W14,10,20,0,0,0,80.00%
Custom Page,/pages/terms-of-service,2022-W14,4,4,0,0,0,75.00%
Homepage,,2022-W15,58131,63646,1837,804,514,59.35%
Checkout,/checkouts,2022-W15,433,573,43,288,131,44.15%
Collection,/collections/garden-beds,2022-W15,8787,9721,489,203,145,61.63%
Collection,/collections/all,2022-W15,5159,5801,305,144,99,56.46%
Product,/products/vego-garden-6-in-1-modular-raised-garden-bed-kit,2022-W15,6022,6984,299,128,94,68.43%
Product,/products/9-in-1-modular-raised-garden-bed,2022-W15,3319,4038,180,117,85,70.48%
Product,/products/32-extra-tall-9-in-1-modular-raised-garden-bed-kit,2022-W15,12355,13479,292,114,75,70.24%
Product,/products/10-in-1-modular-metal-raised-garden-bed-kit,2022-W15,5265,6021,125,70,49,72.98%
Product,/products/32-extra-tall-6-in-1-modular-raised-garden-bed-kit,2022-W15,3698,4189,142,68,45,67.15%
Product,/products/garden-bed-cover-systems,2022-W15,4844,5207,95,26,17,73.06%
Product,/products/32-extra-tall-10-in-1-modular-raised-garden-bed-kit,2022-W15,1969,2255,53,23,15,74.63%
Collection,/collections/on-sale,2022-W15,925,1094,60,21,11,65.36%
Collection,/collections/vego-garden-17-standard-kits,2022-W15,402,560,28,21,16,60.54%
Product,/products/17-tall-4-in-1-modular-metal-raised-garden-bed-kit,2022-W15,1010,1181,41,19,15,69.43%
Cart,/cart,2022-W15,121,141,17,15,11,36.88%
Product,/products/17-tall-42-wide-round-metal-raised-garden-bed,2022-W15,1922,2121,40,15,13,73.93%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-standard-size,2022-W15,1691,1850,35,14,8,67.89%
Collection,/collections/extra-tall-32-raised-bed,2022-W15,367,471,22,13,10,54.56%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-jumbo-size,2022-W15,2324,2494,38,11,8,75.34%
Product,/products/32extra-tall-42-round-metal-garden-bed,2022-W15,479,533,18,10,7,66.98%
Collection,/collections/best-sellers,2022-W15,240,291,13,9,7,70.10%
Product,/products/worm-farm-worm-composter,2022-W15,1299,1425,24,9,5,77.68%
Product,/products/cascading-raised-garden-bed-kit-standard-size,2022-W15,2036,2182,35,8,3,75.39%
Product,/products/modular-wall-trellis-system,2022-W15,1783,1894,25,8,4,72.18%
Product,/products/17-inch-tall-kids-first-raised-bed,2022-W15,427,504,14,8,5,71.43%
Product,/products/garden-arch-trellis,2022-W15,5114,5457,53,8,7,73.50%
Product,/products/herb-garden-24-wide-17-tall-twin-pack,2022-W15,813,851,20,7,3,77.91%
Custom Page,/pages/kids-program,2022-W15,82,127,9,6,3,62.99%
Product,/products/elevated-rolling-garden-bed,2022-W15,1311,1416,21,6,3,74.58%
Product,/products/connecting-rod-bag,2022-W15,723,774,22,6,4,66.93%
Product,/products/32-extra-tall-4-in-1-modular-raised-garden-bed-kit,2022-W15,217,263,9,6,4,66.92%
Customer Account,/account/login,2022-W15,130,150,7,6,2,40.00%
Checkout,/orders,2022-W15,1257,1962,7,5,4,78.75%
Custom Page,/pages/contact-us,2022-W15,241,283,5,5,2,73.85%
Blog Article,/blogs/academy/how-to-fill-raised-garden-beds-and-save-money,2022-W15,6475,7276,9,5,3,87.48%
Collection,/collections/special-shapes,2022-W15,3217,3309,48,5,4,76.19%
Custom Page,/pages/design-galleries,2022-W15,889,1022,17,5,3,66.44%
Collection,/collections/add-ons,2022-W15,164,185,9,3,1,64.86%
Custom Page,/pages/about-vego,2022-W15,191,203,3,3,2,53.20%
Product,/products/17-tall-vego-garden-2-ft-extension-kit,2022-W15,114,130,6,3,2,67.69%
Product,/products/vego-garden-bag,2022-W15,424,448,11,3,1,76.56%
App Generated,/apps/faq,2022-W15,372,444,4,3,3,65.09%
List of Collections,/collections,2022-W15,130,131,10,3,2,47.33%
Product,/products/vego-coffee-mug,2022-W15,202,214,4,3,2,69.16%
Product,/products/rolling-planter-twin-pack,2022-W15,1939,2027,24,3,1,74.69%
Collection,/collections/rolling-beds,2022-W15,149,191,10,2,1,67.02%
Custom Page,/pages/feature-material,2022-W15,50,56,1,2,2,51.79%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-standard-size,2022-W15,226,283,5,2,1,71.38%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-large-size,2022-W15,814,882,9,2,1,79.59%
Blog Index,/blogs/articles,2022-W15,101,119,2,1,1,43.70%
Product,/products/stainless-steel-gopher-net-staples-kit,2022-W15,366,384,6,1,1,78.39%
Collection,/collections/help-me-choose,2022-W15,35,43,2,1,0,65.12%
Collection,/collections/new-arrivals,2022-W15,121,143,4,1,0,60.84%
Blog Article,/blogs/academy/metal-raised-garden-beds-vs-wood-raised-garden-beds,2022-W15,1081,1131,8,1,1,72.33%
Custom Page,/pages/new-products,2022-W15,18,19,3,1,1,42.11%
Customer Account,/account/register,2022-W15,20,28,0,1,1,78.57%
Product,/products/dragon-fruit-rolling-planter,2022-W15,887,1006,12,1,1,75.65%
Collection,/collections/vego-garden-diy-components,2022-W15,16,19,2,1,1,31.58%
Blog Article,/blogs/articles/7-beginner-raised-bed-gardening-mistakes-to-avoid,2022-W15,11,11,1,1,1,72.73%
Search,/search,2022-W15,100,110,1,1,0,55.45%
Blog Article,/blogs/articles/5-reasons-to-start-your-garden-in-the-winter,2022-W15,73,85,2,1,1,83.53%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-large-size,2022-W15,861,937,10,1,0,73.96%
Custom Page,/pages/happy-customers,2022-W15,120,128,2,1,1,61.72%
Blog Article,/blogs/articles/vego-garden-special-shapes,2022-W15,3,3,1,1,0,33.33%
Customer Account,/account,2022-W15,54,74,4,1,1,47.30%
Blog Article,/blogs/academy/unique-garden-themes-you-have-to-try,2022-W15,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/when-to-start-seeds-for-vegetable-garden,2022-W15,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/what-to-know-before-building-a-raised-garden-bed,2022-W15,6,6,0,0,0,50.00%
Checkout,/gift_cards/28622716963/b4d924abc696bbb6836eeb1021b01f50,2022-W15,1,1,0,0,0,100.00%
Checkout,/gift_cards/28622716963/70bacb6fb96d68ff9d32e5bb76bcf31e,2022-W15,1,2,0,0,0,50.00%
Blog Article,/blogs/articles/5-best-raised-garden-beds-in-2021,2022-W15,8,8,0,0,0,50.00%
Blog Article,/blogs/academy/difference-between-garden-soil-and-raised-bed-soil,2022-W15,515,568,0,0,0,83.27%
Custom Page,/pages/refund-policy,2022-W15,15,17,0,0,0,70.59%
Checkout,/gift_cards/28622716963/8a3fda86dab69a73a52fc79360f7e24d,2022-W15,2,2,0,0,0,100.00%
Custom Page,/pages/refer-and-earn,2022-W15,38,51,2,0,0,60.78%
Blog Index,/blogs/academy,2022-W15,53,57,0,0,0,50.88%
Custom Page,/pages/sustainability,2022-W15,7,7,0,0,0,71.43%
Blog Article,/blogs/articles/natural-pest-repellants-for-your-garden,2022-W15,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/how-to-compost-at-home-for-beginners,2022-W15,8,8,1,0,0,62.50%
Custom Page,/pages/giving-back,2022-W15,7,8,0,0,0,50.00%
Blog Article,/blogs/articles/how-to-plant-potatoes,2022-W15,52,54,0,0,0,64.81%
Blog Article,/blogs/articles/how-to-grow-garlic,2022-W15,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/how-to-grow-basil,2022-W15,1,1,0,0,0,100.00%
Collection,/collections/herb-kids-gardens,2022-W15,43,43,0,0,0,60.47%
Checkout,/gift_cards/28622716963/fca36e028f7ed82637072cbbe82544b3,2022-W15,1,2,0,0,0,100.00%
Blog Article,/blogs/articles/vegetables-to-grow-in-winter,2022-W15,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/how-to-build-a-raised-garden-bed-and-garden-boxes,2022-W15,21,21,0,0,0,76.19%
Blog Article,/blogs/articles/how-to-grow-and-harvest-lettuce,2022-W15,1,1,0,0,0,100.00%
Product,/products/vego-garden-sticker-kit,2022-W15,27,29,1,0,0,62.07%
Custom Page,/pages/our-mission,2022-W15,8,16,0,0,0,68.75%
Blog Article,/blogs/articles/how-to-grow-brussel-sprouts,2022-W15,1,1,0,0,0,100.00%
Collection,/collections/wall-trellis,2022-W15,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/techniques-for-improving-soil-quality,2022-W15,3,3,0,0,0,66.67%
Product,/products/vego-garden-gift-card,2022-W15,6,6,0,0,0,83.33%
Blog Article,/blogs/articles/how-to-vermicompost-for-beginners,2022-W15,3,3,0,0,0,66.67%
Blog Article,/blogs/articles/early-spring-perennial-flowers,2022-W15,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/ideas-for-customizable-metal-raised-garden-beds,2022-W15,5,5,0,0,0,60.00%
Checkout,/gift_cards/28622716963/e3cb2e68b7c003b8e10073d9e9c8548f,2022-W15,1,1,0,0,0,100.00%
Blog Article,/blogs/articles/raised-garden-bed-buying-guide,2022-W15,10,11,0,0,0,54.55%
Blog Article,/blogs/articles/easiest-vegetables-to-grow,2022-W15,3,3,0,0,0,66.67%
Product,/products/frost-cover,2022-W15,423,437,6,0,0,64.76%
Blog Article,/blogs/academy/why-is-aluzinc-steel-the-best-material-for-raised-garden-beds,2022-W15,63,66,1,0,0,51.52%
Blog Article,/blogs/articles/why-modular-garden-beds-are-the-new-trend,2022-W15,2,3,0,0,0,100.00%
Blog Article,/blogs/articles/10-sustainable-spring-gardening-tips,2022-W15,6,14,0,0,0,78.57%
Custom Page,/pages/vego-garden-donation,2022-W15,6,6,0,0,0,50.00%
Blog Article,/blogs/articles/best-crops-to-grow-with-kids,2022-W15,7,7,0,0,0,100.00%
Blog Article,/blogs/articles/9-tips-for-successful-raised-garden-bed-gardening,2022-W15,27,27,0,0,0,81.48%
Custom Page,/pages/loyalty-program,2022-W15,1,3,0,0,0,33.33%
Collection,/collections/17-tall-diy-components,2022-W15,6,6,0,0,0,83.33%
Blog Article,/blogs/articles/wandering-jew-plant-care,2022-W15,4,5,0,0,0,100.00%
Blog Article,/blogs/articles/unique-garden-themes-you-have-to-try,2022-W15,7,10,0,0,0,90.00%
Custom Page,/pages/why-we-are-the-best,2022-W15,4,6,0,0,0,50.00%
Blog Article,/blogs/articles/celebrating-easter-by-gardening-some-greens,2022-W15,48,52,1,0,0,69.23%
Blog Article,/blogs/articles/how-to-grow-tomatoes,2022-W15,3,4,0,0,0,100.00%
Blog Article,/blogs/articles/how-deep-should-raised-garden-beds-be,2022-W15,59,63,0,0,0,69.84%
Blog Article,/blogs/articles/time-saving-tips-for-vegetable-gardeners,2022-W15,176,217,2,0,0,71.43%
Custom Page,/pages/terms-of-service,2022-W15,3,3,0,0,0,100.00%
Blog Article,/blogs/articles/get-garden-to-table-benefits,2022-W15,6,7,0,0,0,85.71%
Collection,/collections/essentials,2022-W15,25,27,1,0,0,59.26%
Collection,/collections/extra-tall-32-6-in-1-garden-bed-kit,2022-W15,1,1,0,0,0,0.00%
Customer Account,/account/orders,2022-W15,9,21,0,0,0,66.67%
Blog Article,/blogs/articles/how-to-plant-asparagus,2022-W15,2,2,0,0,0,100.00%
Blog Article,/blogs/articles/pros-and-cons-of-raised-bed-vegetable-gardening,2022-W15,2,2,0,0,0,100.00%
Blog Article,/blogs/articles/how-to-start-seeds-for-vegetable-garden,2022-W15,23,34,0,0,0,91.18%
Blog Article,/blogs/articles/red-plants-for-valentine-s-day-and-beyond,2022-W15,1,1,0,0,0,0.00%
Blog Article,/blogs/articles/the-best-ways-to-utilize-modular-garden-beds,2022-W15,9,11,0,0,0,45.45%
Blog Article,/blogs/articles/the-best-raised-garden-bed-options-for-the-backyard,2022-W15,33,33,0,0,0,81.82%
Blog Article,/blogs/articles/vermicomposting-what-are-earthworm-castings,2022-W15,2,3,0,0,0,66.67%
Custom Page,/pages/track-orders,2022-W15,22,25,0,0,0,60.00%
Blog Article,/blogs/articles/best-vegetables-to-grow-in-early-spring,2022-W15,20,37,0,0,0,86.49%
Blog Article,/blogs/articles/how-to-keep-your-produce-fresh-for-longer,2022-W15,1,1,0,0,0,100.00%
Collection,/collections/in-stock-item-list,2022-W15,2,2,0,0,0,100.00%
Collection,/collections/small-garden-collection,2022-W15,56,77,3,0,0,72.73%
Blog Article,/blogs/articles/8-excellent-reasons-to-use-raised-beds-in-your-garden,2022-W15,35,36,1,0,0,50.00%
Blog Article,/blogs/articles/do-raised-garden-beds-need-drainage,2022-W15,15,19,1,0,0,63.16%
Blog Article,/blogs/academy/how-much-soil-do-i-need-for-a-raised-garden-bed,2022-W15,146,173,1,0,0,84.39%
Blog Article,/blogs/articles/why-is-everyone-obsessed-with-modular-garden-beds,2022-W15,2,2,0,0,0,50.00%
Blog Article,/blogs/academy/how-to-keep-your-produce-fresh-for-longer,2022-W15,1,1,0,0,0,0.00%
Blog Article,/blogs/academy/vego-garden-diy-ideas,2022-W15,26,28,1,0,0,60.71%
Customer Account,/account/invalid_token,2022-W15,14,15,0,0,0,73.33%
Blog Article,/blogs/articles/how-to-grow-brussels-sprouts,2022-W15,2,2,0,0,0,0.00%
Customer Account,/account/addresses,2022-W15,2,2,0,0,0,100.00%
Blog Article,/blogs/articles/is-raised-bed-garden-environmentally-responsive-or-not,2022-W15,5,7,0,0,0,71.43%
Homepage,,2022-W16,65580,71581,1891,869,543,60.94%
Checkout,/checkouts,2022-W16,426,542,45,258,114,47.42%
Collection,/collections/garden-beds,2022-W16,8638,9648,468,206,144,58.58%
Product,/products/vego-garden-6-in-1-modular-raised-garden-bed-kit,2022-W16,6908,8080,335,164,114,69.95%
Product,/products/9-in-1-modular-raised-garden-bed,2022-W16,3185,3951,169,96,62,70.18%
Product,/products/32-extra-tall-9-in-1-modular-raised-garden-bed-kit,2022-W16,9975,10885,218,85,61,70.73%
Collection,/collections/all,2022-W16,4304,4810,209,84,64,56.17%
Product,/products/32-extra-tall-6-in-1-modular-raised-garden-bed-kit,2022-W16,3288,3675,114,55,38,67.76%
Product,/products/10-in-1-modular-metal-raised-garden-bed-kit,2022-W16,4576,5209,133,51,29,71.63%
Product,/products/garden-bed-cover-systems,2022-W16,3992,4333,78,22,12,70.85%
Collection,/collections/vego-garden-17-standard-kits,2022-W16,409,544,35,20,14,55.15%
Cart,/cart,2022-W16,128,162,24,20,10,30.25%
Collection,/collections/on-sale,2022-W16,934,1089,53,20,14,62.53%
Product,/products/17-tall-42-wide-round-metal-raised-garden-bed,2022-W16,2048,2255,42,19,10,72.68%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-standard-size,2022-W16,1454,1579,40,17,8,67.51%
Product,/products/17-tall-4-in-1-modular-metal-raised-garden-bed-kit,2022-W16,843,970,30,16,12,67.84%
Product,/products/garden-arch-trellis,2022-W16,3948,4206,60,13,9,73.89%
Product,/products/cascading-raised-garden-bed-kit-standard-size,2022-W16,2053,2214,44,13,7,76.15%
Product,/products/worm-farm-worm-composter,2022-W16,1457,1584,32,13,4,78.28%
Product,/products/32-extra-tall-10-in-1-modular-raised-garden-bed-kit,2022-W16,1712,1914,38,12,10,75.44%
Collection,/collections/extra-tall-32-raised-bed,2022-W16,344,414,23,11,7,57.00%
Product,/products/17-inch-tall-kids-first-raised-bed,2022-W16,443,535,19,11,7,65.79%
App Generated,/apps/faq,2022-W16,466,544,15,9,4,56.07%
Product,/products/herb-garden-24-wide-17-tall-twin-pack,2022-W16,563,601,14,8,4,74.54%
Product,/products/32-extra-tall-4-in-1-modular-raised-garden-bed-kit,2022-W16,213,279,9,8,3,71.68%
Blog Article,/blogs/academy/metal-raised-garden-beds-vs-wood-raised-garden-beds,2022-W16,1917,2041,28,7,1,71.34%
Collection,/collections/rolling-beds,2022-W16,186,209,12,7,7,58.85%
Product,/products/elevated-rolling-garden-bed,2022-W16,1003,1082,16,6,4,73.75%
Product,/products/rolling-planter-twin-pack,2022-W16,1306,1351,18,6,4,73.72%
Customer Account,/account/login,2022-W16,115,136,12,6,6,37.50%
Custom Page,/pages/design-galleries,2022-W16,592,686,16,5,5,63.70%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-large-size,2022-W16,1034,1093,11,5,3,79.51%
Product,/products/modular-wall-trellis-system,2022-W16,1585,1696,27,5,3,73.00%
Product,/products/17-tall-u-shaped-raised-garden-bed-kit-jumbo-size,2022-W16,1523,1664,20,5,3,73.92%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-large-size,2022-W16,1159,1226,15,5,4,80.42%
Product,/products/connecting-rod-bag,2022-W16,420,444,15,4,3,64.41%
Custom Page,/pages/contact-us,2022-W16,252,313,6,4,1,69.97%
Collection,/collections/best-sellers,2022-W16,264,344,9,4,1,67.73%
Product,/products/32extra-tall-42-round-metal-garden-bed,2022-W16,330,366,13,4,2,69.40%
Product,/products/17-tall-l-shaped-raised-garden-bed-kit-standard-size,2022-W16,189,218,5,3,1,68.35%
Collection,/collections/add-ons,2022-W16,166,205,10,3,3,69.27%
Customer Account,/account,2022-W16,67,104,3,3,3,50.96%
Product,/products/vego-coffee-mug,2022-W16,239,264,11,3,3,72.73%
Checkout,/orders,2022-W16,1085,1651,8,3,3,75.77%
Product,/products/vego-garden-bag,2022-W16,267,282,10,3,1,69.86%
Collection,/collections/special-shapes,2022-W16,3778,3883,24,3,1,76.20%
Product,/products/stainless-steel-gopher-net-staples-kit,2022-W16,431,457,6,2,2,80.96%
Product,/products/17-tall-vego-garden-2-ft-extension-kit,2022-W16,78,92,3,2,1,64.13%
Collection,/collections/essentials,2022-W16,45,48,2,2,1,37.50%
Custom Page,/pages/refer-and-earn,2022-W16,54,64,3,2,2,45.31%
Custom Page,/pages/feature-material,2022-W16,57,68,2,2,0,73.53%
Blog Index,/blogs/academy,2022-W16,49,52,1,2,1,40.38%
